,frete,avaliação_cliente,peso_gr,valor_pagamento,tempo_processamento,tempo_espera,entregue_no_prazo
22269,52.48,5,550.0,98.38,13.0,23.0,0
22270,21.36,1,3150.0,146.36,3.0,30.0,0
22271,18.0,5,1150.0,77.9,3.0,19.0,0
22272,15.38,4,207.0,104.87,7.0,20.0,0
22273,7.78,5,700.0,76.78,3.0,9.0,1
22274,16.0,5,200.0,194.9,1.0,11.0,0
22275,19.54,5,950.0,69.54,1.0,8.0,1
22276,21.61,4,1950.0,181.51,7.0,21.0,0
22277,15.23,4,350.0,63.13,2.0,17.0,0
22278,16.33,5,325.0,106.23,5.0,12.0,0
22279,25.38,4,300.0,57.28,5.0,14.0,0
22280,7.87,5,150.0,21.97,0.0,1.0,1
22281,9.36,5,1350.0,87.36,1.0,8.0,1
22282,31.23,5,17400.0,99.23,1.0,12.0,0
22283,18.75,4,350.0,111.65,3.0,10.0,1
22284,16.11,3,700.0,50.0,1.0,8.0,1
22285,16.11,3,700.0,10.01,1.0,8.0,1
22286,57.33,5,5400.0,152.13,2.0,13.0,0
22287,24.27,1,8400.0,939.72,11.0,14.0,0
22288,17.45,1,6650.0,939.72,11.0,14.0,0
22289,19.35,5,1225.0,73.25,6.0,13.0,0
22290,23.28,5,800.0,69.18,0.0,10.0,1
22291,14.1,4,650.0,54.09,1.0,18.0,0
22292,19.06,4,6450.0,125.63,1.0,20.0,0
22293,19.06,4,6450.0,62.43,1.0,20.0,0
22294,13.93,5,600.0,63.83,3.0,7.0,1
22295,18.94,4,850.0,68.84,5.0,11.0,0
22296,9.23,3,4338.0,134.13,6.0,8.0,1
22297,12.69,5,900.0,53.21,0.0,4.0,1
22298,38.25,3,5950.0,137.98,1.0,17.0,0
22299,34.11,5,4150.0,84.01,3.0,6.0,1
22300,12.25,5,1200.0,162.15,3.0,5.0,1
22301,10.32,1,820.0,504.32,20.0,23.0,0
22302,17.98,5,950.0,75.47,3.0,9.0,1
22303,14.44,5,1150.0,44.44,2.0,14.0,0
22304,14.1,5,125.0,37.6,1.0,5.0,1
22305,16.6,3,3500.0,66.59,3.0,11.0,0
22306,16.35,1,550.0,101.34,3.0,18.0,0
22307,23.51,1,825.0,229.74,0.0,6.0,1
22308,11.75,1,850.0,229.74,0.0,6.0,1
22310,14.29,5,1250.0,94.24,2.0,14.0,0
22311,13.79,5,1500.0,122.57,5.0,9.0,1
22312,13.79,5,1500.0,1.12,5.0,9.0,1
22313,17.79,5,1550.0,617.69,2.0,7.0,1
22314,9.44,5,900.0,39.44,4.0,5.0,1
22315,9.44,5,900.0,60.0,4.0,5.0,1
22316,15.83,5,350.0,70.83,2.0,44.0,0
22318,14.79,5,300.0,163.79,0.0,5.0,1
22319,15.59,1,450.0,85.58,0.0,1.0,1
22320,14.1,5,400.0,63.1,0.0,12.0,0
22321,23.5,4,1400.0,123.4,0.0,11.0,0
22322,16.79,4,350.0,65.79,1.0,18.0,0
22323,9.36,5,3213.0,87.36,1.0,2.0,1
22324,30.01,5,5417.0,169.01,0.0,14.0,0
22325,7.76,5,200.0,32.75,0.0,1.0,1
22326,104.22,4,14813.0,2325.22,5.0,8.0,1
22327,10.21,5,525.0,209.21,3.0,4.0,1
22328,24.52,5,600.0,79.52,1.0,27.0,0
22329,13.14,4,1050.0,190.12,2.0,4.0,1
22330,27.05,4,1450.0,190.12,2.0,4.0,1
22332,12.79,4,150.0,37.29,1.0,8.0,1
22333,37.04,3,300.0,65.03,2.0,28.0,0
22335,19.24,3,1925.0,486.24,1.0,8.0,1
22336,25.73,5,650.0,394.73,1.0,8.0,1
22337,14.62,5,375.0,139.61,1.0,13.0,0
22338,16.7,5,550.0,245.7,1.0,5.0,1
22339,19.21,4,550.0,178.21,0.0,4.0,1
22340,25.26,5,3000.0,85.16,4.0,11.0,0
22341,16.87,4,550.0,104.87,3.0,11.0,0
22343,14.31,2,200.0,93.31,0.0,23.0,0
22344,7.39,4,250.0,37.37,1.0,4.0,1
22345,18.57,5,2000.0,206.57,2.0,8.0,1
22346,17.72,5,1230.0,84.62,4.0,11.0,0
22347,8.91,5,600.0,217.8,6.0,8.0,1
22348,8.91,5,300.0,217.8,6.0,8.0,1
22349,8.82,1,15225.0,34.82,3.0,8.0,1
22350,7.81,5,400.0,87.71,1.0,4.0,1
22351,28.69,4,9250.0,465.69,6.0,17.0,0
22352,16.06,3,138.0,203.06,1.0,22.0,0
22353,11.09,4,600.0,79.09,4.0,6.0,1
22354,12.79,5,750.0,58.69,4.0,13.0,0
22355,9.62,4,850.0,110.61,7.0,9.0,1
22356,38.46,3,1250.0,168.36,1.0,14.0,0
22357,13.81,5,1000.0,72.26,1.0,6.0,1
22358,13.81,5,1000.0,151.55,1.0,6.0,1
22359,21.15,1,400.0,153.15,4.0,35.0,0
22362,16.52,5,340.0,94.5,0.0,17.0,0
22363,50.85,1,150.0,68.85,2.0,36.0,0
22364,12.04,4,1600.0,132.03,2.0,3.0,1
22365,13.71,4,925.0,111.71,4.0,17.0,0
22366,17.98,4,317.0,237.52,22.0,29.0,0
22367,26.3,4,933.0,595.3,4.0,42.0,0
22368,15.18,5,156.0,77.08,3.0,16.0,0
22369,18.64,5,150.0,95.59,0.0,9.0,1
22370,17.8,5,10600.0,96.8,5.0,13.0,0
22371,7.79,4,1813.0,85.78,0.0,7.0,1
22372,7.78,1,200.0,36.78,2.0,24.0,0
22373,66.18,4,7650.0,205.18,0.0,8.0,1
22374,28.72,1,1100.0,7274.88,4.0,11.0,0
22378,32.4,4,4000.0,182.4,1.0,13.0,0
22379,32.4,4,4000.0,100.0,1.0,13.0,0
22380,17.6,5,1550.0,67.5,8.0,20.0,0
22381,14.58,4,6700.0,307.16,1.0,3.0,1
22383,23.95,5,275.0,343.85,0.0,14.0,0
22384,11.03,4,283.0,56.03,4.0,9.0,1
22385,13.21,4,588.0,123.11,1.0,10.0,1
22386,16.16,5,1450.0,91.16,2.0,7.0,1
22387,7.78,5,517.0,50.78,1.0,2.0,1
22389,20.55,4,1650.0,105.94,10.0,14.0,0
22391,15.73,5,175.0,155.73,3.0,16.0,0
22392,16.86,2,444.0,344.28,15.0,21.0,0
22393,15.52,2,381.0,344.28,15.0,21.0,0
22394,12.74,5,850.0,69.73,0.0,8.0,1
22395,10.96,5,100.0,29.95,4.0,6.0,1
22396,14.1,5,100.0,38.09,1.0,9.0,1
22397,18.0,5,2750.0,77.9,1.0,6.0,1
22398,16.18,5,950.0,76.17,5.0,15.0,0
22399,18.87,5,2200.0,103.86,0.0,5.0,1
22401,38.47,5,2000.0,137.47,0.0,13.0,0
22402,32.5,5,2500.0,132.4,1.0,12.0,0
22403,10.7,2,200.0,279.7,2.0,4.0,1
22404,9.3,1,600.0,88.2,6.0,8.0,1
22405,15.17,4,760.0,75.07,5.0,13.0,0
22406,11.74,5,3700.0,213.93,7.0,9.0,1
22407,11.74,5,300.0,213.93,7.0,9.0,1
22409,11.74,5,8050.0,213.93,7.0,9.0,1
22410,59.32,5,9650.0,1319.32,1.0,6.0,1
22411,24.77,4,900.0,374.67,2.0,14.0,0
22412,16.43,5,725.0,112.83,1.0,17.0,0
22413,18.23,4,350.0,67.13,1.0,6.0,1
22414,18.29,5,1700.0,167.29,3.0,11.0,0
22415,13.69,5,292.0,192.68,0.0,6.0,1
22416,17.8,5,1183.0,58.71,4.0,9.0,1
22417,17.8,5,1183.0,37.64,4.0,9.0,1
22418,38.42,1,2600.0,163.32,6.0,35.0,0
22419,17.16,4,1600.0,147.15,0.0,4.0,1
22420,13.6,5,300.0,68.59,2.0,11.0,0
22421,15.23,5,350.0,45.22,0.0,10.0,1
22422,7.57,1,230.0,52.47,0.0,4.0,1
22423,18.2,5,200.0,511.2,1.0,9.0,1
22424,16.68,4,1350.0,78.58,1.0,7.0,1
22425,14.35,5,600.0,204.34,0.0,9.0,1
22426,16.11,5,350.0,33.01,1.0,15.0,0
22427,15.1,5,400.0,24.09,2.0,12.0,0
22428,17.09,5,1181.0,57.08,3.0,21.0,0
22429,8.83,5,950.0,64.93,0.0,5.0,1
22430,12.17,5,317.0,107.17,1.0,9.0,1
22431,13.89,5,2500.0,138.79,6.0,13.0,0
22432,13.96,5,850.0,68.86,3.0,8.0,1
22433,15.18,5,325.0,225.51,1.0,9.0,1
22434,15.18,5,700.0,225.51,1.0,9.0,1
22435,15.18,5,375.0,225.51,1.0,9.0,1
22436,43.34,5,2275.0,176.24,5.0,22.0,0
22437,16.07,4,2100.0,78.77,4.0,7.0,1
22438,23.0,5,1050.0,83.5,2.0,10.0,1
22439,11.31,4,341.0,111.21,4.0,7.0,1
22440,19.66,5,4100.0,79.56,1.0,11.0,0
22441,15.1,1,200.0,27.1,0.0,9.0,1
22442,16.79,4,175.0,31.69,5.0,28.0,0
22443,12.48,2,300.0,28.98,6.0,10.0,1
22445,17.14,4,375.0,214.14,1.0,26.0,0
22446,26.27,5,2900.0,231.27,2.0,16.0,0
22447,21.3,1,2150.0,136.3,5.0,47.0,0
22448,33.62,5,13900.0,66.52,9.0,16.0,0
22449,21.89,5,2450.0,221.79,3.0,19.0,0
22450,15.31,5,245.0,95.1,1.0,14.0,0
22451,41.53,1,14600.0,291.43,2.0,22.0,0
22452,13.75,5,3500.0,133.75,1.0,2.0,1
22453,11.85,3,300.0,31.75,7.0,13.0,0
22454,19.59,5,1300.0,69.59,4.0,21.0,0
22455,18.33,1,350.0,83.32,3.0,48.0,0
22456,17.81,5,917.0,213.11,0.0,5.0,1
22457,21.15,4,350.0,61.14,4.0,23.0,0
22458,12.79,5,150.0,30.56,10.0,15.0,0
22459,16.11,4,700.0,53.01,1.0,13.0,0
22460,16.12,3,2050.0,211.11,3.0,5.0,1
22461,7.78,1,100.0,27.77,5.0,21.0,0
22462,15.1,5,1500.0,47.74,2.0,9.0,1
22463,48.68,1,12000.0,840.63,28.0,29.0,0
22464,16.35,5,263.0,245.35,0.0,14.0,0
22465,11.85,5,166.0,31.8,2.0,7.0,1
22466,23.13,5,8600.0,102.13,3.0,15.0,0
22467,27.43,1,1900.0,127.33,1.0,6.0,1
22468,26.46,5,6050.0,146.46,1.0,5.0,1
22469,9.26,4,750.0,58.16,2.0,5.0,1
22470,15.36,4,422.0,102.16,9.0,21.0,0
22471,12.69,5,700.0,52.59,6.0,13.0,0
22473,13.57,4,250.0,143.47,2.0,6.0,1
22474,14.38,5,300.0,104.37,1.0,7.0,1
22475,19.4,3,2000.0,179.3,0.0,13.0,0
22476,15.28,3,350.0,50.0,4.0,13.0,0
22477,15.28,3,350.0,40.28,4.0,13.0,0
22478,9.34,5,750.0,35.24,5.0,7.0,1
22479,43.35,1,7800.0,460.05,1.0,7.0,1
22482,13.44,5,1550.0,73.34,5.0,11.0,0
22483,18.24,4,11550.0,275.66,2.0,10.0,1
22484,11.73,5,1100.0,81.23,3.0,5.0,1
22485,30.67,1,7463.0,137.12,0.0,6.0,1
22486,0.47,1,370.0,137.12,0.0,6.0,1
22487,21.07,5,10750.0,104.37,2.0,8.0,1
22488,15.1,3,700.0,29.41,0.0,16.0,0
22489,15.29,5,350.0,42.19,1.0,6.0,1
22490,23.03,5,1400.0,87.03,3.0,8.0,1
22491,15.94,5,990.0,135.84,3.0,7.0,1
22492,15.51,5,1600.0,110.41,3.0,8.0,1
22493,11.85,4,150.0,36.35,3.0,15.0,0
22494,16.6,5,1600.0,49.24,1.0,9.0,1
22495,24.84,5,300.0,49.83,19.0,29.0,0
22496,7.58,5,300.0,52.58,1.0,2.0,1
22497,26.82,4,8150.0,321.82,0.0,8.0,1
22498,15.1,4,200.0,32.09,1.0,9.0,1
22499,16.3,3,600.0,93.98,6.0,15.0,0
22500,15.27,5,700.0,90.26,1.0,23.0,0
22501,8.97,5,300.0,102.58,3.0,10.0,1
22502,8.97,5,200.0,102.58,3.0,10.0,1
22503,14.94,5,400.0,102.58,3.0,10.0,1
22504,42.34,5,5950.0,432.34,3.0,8.0,1
22505,11.73,5,2050.0,66.63,2.0,6.0,1
22506,13.35,5,314.0,111.35,1.0,5.0,1
22507,20.0,4,1300.0,135.0,5.0,21.0,0
22508,18.72,5,2100.0,228.72,0.0,10.0,1
22509,16.79,1,1050.0,36.69,1.0,62.0,0
22510,22.0,5,2550.0,121.9,0.0,4.0,1
22511,90.06,5,13483.0,319.96,0.0,9.0,1
22512,50.93,4,125.0,80.92,2.0,10.0,1
22513,14.46,5,3350.0,139.36,2.0,6.0,1
22514,18.23,5,50.0,34.81,0.0,15.0,0
22515,18.23,5,50.0,2.42,0.0,15.0,0
22516,25.62,5,2100.0,235.61,0.0,12.0,0
22517,19.4,5,450.0,48.7,4.0,10.0,1
22518,8.36,5,500.0,37.36,0.0,2.0,1
22519,24.18,4,3950.0,194.17,1.0,22.0,0
22520,18.0,5,1600.0,82.9,1.0,9.0,1
22521,7.39,5,200.0,16.29,8.0,9.0,1
22522,15.23,1,270.0,35.03,7.0,12.0,0
22523,9.06,5,575.0,73.05,4.0,9.0,1
22524,15.43,4,1350.0,113.2,3.0,21.0,0
22525,16.13,4,600.0,68.63,5.0,9.0,1
22526,21.15,4,150.0,41.04,6.0,16.0,0
22527,18.3,1,450.0,78.29,0.0,26.0,0
22528,15.14,5,917.0,71.14,6.0,22.0,0
22529,17.86,5,350.0,104.56,1.0,16.0,0
22532,21.65,5,5050.0,166.55,0.0,5.0,1
22533,37.54,4,15350.0,647.54,4.0,10.0,1
22534,25.0,4,3500.0,124.0,3.0,5.0,1
22535,16.79,1,200.0,46.69,1.0,34.0,0
22536,18.23,4,150.0,68.13,2.0,15.0,0
22537,45.37,5,8161.0,474.37,1.0,8.0,1
22538,12.53,4,1250.0,102.43,3.0,5.0,1
22539,15.38,5,514.0,201.37,3.0,7.0,1
22540,17.19,3,400.0,347.19,1.0,8.0,1
22541,18.86,3,2250.0,248.85,1.0,9.0,1
22542,21.4,5,475.0,660.4,3.0,11.0,0
22543,8.88,5,575.0,26.78,4.0,5.0,1
22544,13.8,5,700.0,45.8,1.0,5.0,1
22545,7.39,4,300.0,32.38,1.0,5.0,1
22546,38.61,5,550.0,87.51,3.0,33.0,0
22547,13.51,5,333.0,962.41,1.0,7.0,1
22548,11.73,5,1000.0,84.72,4.0,6.0,1
22550,23.28,1,1000.0,106.36,3.0,20.0,0
22552,16.36,4,1150.0,102.26,1.0,7.0,1
22553,15.8,4,200.0,165.8,1.0,28.0,0
22554,11.85,4,350.0,61.8,1.0,13.0,0
22555,14.01,5,850.0,282.01,3.0,12.0,0
22556,11.9,5,750.0,111.8,3.0,4.0,1
22557,12.04,5,887.0,264.06,1.0,6.0,1
22559,15.23,1,50.0,33.13,2.0,17.0,0
22561,8.34,1,363.0,163.25,11.0,12.0,0
22562,14.1,5,200.0,49.0,3.0,15.0,0
22563,9.01,5,250.0,259.01,0.0,1.0,1
22564,18.3,4,217.0,47.29,2.0,9.0,1
22565,34.15,5,100.0,54.14,1.0,16.0,0
22566,23.59,5,625.0,118.49,2.0,16.0,0
22567,31.97,4,5000.0,206.87,6.0,25.0,0
22568,15.92,5,1050.0,715.32,1.0,2.0,1
22569,11.06,5,200.0,75.96,3.0,9.0,1
22570,21.62,5,458.0,399.62,8.0,18.0,0
22571,0.0,5,2600.0,69.9,2.0,8.0,1
22572,8.72,5,225.0,32.62,1.0,4.0,1
22573,12.79,5,250.0,31.29,1.0,5.0,1
22574,34.15,5,150.0,53.05,2.0,16.0,0
22575,61.51,5,9750.0,171.48,5.0,13.0,0
22576,24.51,5,950.0,218.51,1.0,14.0,0
22577,8.72,5,200.0,18.62,6.0,12.0,0
22578,16.46,3,427.0,116.36,0.0,28.0,0
22579,8.88,5,450.0,43.78,1.0,2.0,1
22580,11.85,5,100.0,35.84,3.0,14.0,0
22581,59.18,5,2690.0,444.17,0.0,8.0,1
22582,12.54,3,300.0,161.54,0.0,4.0,1
22586,14.96,4,1300.0,139.96,1.0,21.0,0
22587,13.79,5,800.0,123.69,5.0,8.0,1
22588,13.96,5,1450.0,147.96,2.0,6.0,1
22589,26.66,1,3900.0,286.56,5.0,28.0,0
22590,21.15,5,2100.0,232.1,2.0,10.0,1
22592,48.32,5,9950.0,248.22,1.0,14.0,0
22593,26.43,4,7050.0,76.33,5.0,31.0,0
22594,16.4,1,950.0,153.4,4.0,37.0,0
22596,23.75,5,1500.0,158.75,2.0,7.0,1
22597,19.04,5,200.0,54.04,1.0,24.0,0
22598,15.1,5,500.0,45.0,3.0,9.0,1
22599,26.89,1,810.0,71.88,1.0,37.0,0
22600,19.04,5,200.0,82.08,1.0,3.0,1
22602,18.23,4,217.0,40.22,1.0,22.0,0
22603,16.79,1,150.0,35.69,3.0,38.0,0
22604,8.29,5,500.0,28.24,5.0,10.0,1
22605,16.81,2,2500.0,96.8,1.0,9.0,1
22606,16.95,5,1200.0,116.94,1.0,12.0,0
22607,9.94,5,375.0,79.74,1.0,3.0,1
22608,34.7,4,1650.0,121.7,1.0,5.0,1
22609,9.85,5,350.0,176.14,1.0,2.0,1
22610,19.7,4,1813.0,228.7,3.0,24.0,0
22611,28.33,5,8500.0,818.33,11.0,22.0,0
22612,7.78,4,300.0,32.77,3.0,4.0,1
22613,11.89,5,700.0,250.0,11.0,12.0,0
22614,11.89,5,700.0,100.0,11.0,12.0,0
22615,11.89,5,700.0,100.89,11.0,12.0,0
22616,17.3,4,900.0,83.6,0.0,16.0,0
22617,19.44,5,1150.0,55.43,2.0,8.0,1
22618,8.72,5,250.0,65.71,3.0,6.0,1
22619,21.83,3,3850.0,118.74,6.0,15.0,0
22620,10.91,3,850.0,118.74,6.0,15.0,0
22622,16.01,5,233.0,195.91,1.0,17.0,0
22623,18.48,4,1200.0,116.07,2.0,7.0,1
22624,16.66,5,1900.0,74.66,3.0,16.0,0
22625,14.12,5,679.0,67.12,3.0,19.0,0
22626,14.1,1,75.0,60.0,4.0,11.0,0
22628,11.85,5,150.0,31.75,1.0,7.0,1
22629,19.59,1,1325.0,64.49,0.0,8.0,1
22630,8.29,4,500.0,23.19,0.0,2.0,1
22631,18.33,5,250.0,204.92,0.0,4.0,1
22635,66.63,4,16650.0,326.62,8.0,20.0,0
22637,9.44,5,700.0,108.44,6.0,14.0,0
22638,35.67,4,750.0,167.34,15.0,23.0,0
22640,12.46,4,16000.0,100.0,4.0,9.0,1
22641,12.46,4,16000.0,92.44,4.0,9.0,1
22642,17.8,2,1350.0,96.8,6.0,18.0,0
22643,41.41,4,8400.0,187.38,3.0,7.0,1
22644,17.09,5,353.0,109.59,3.0,15.0,0
22645,11.85,5,150.0,61.75,2.0,8.0,1
22646,24.29,5,100.0,393.29,2.0,9.0,1
22647,12.02,4,425.0,101.82,14.0,20.0,0
22648,13.25,5,584.0,128.25,7.0,15.0,0
22649,44.61,5,8300.0,174.58,2.0,14.0,0
22650,7.78,5,500.0,37.77,1.0,5.0,1
22651,17.6,5,1400.0,56.59,1.0,7.0,1
22652,25.82,5,3300.0,165.72,0.0,17.0,0
22653,14.43,4,475.0,50.16,1.0,8.0,1
22654,15.61,3,400.0,138.6,4.0,19.0,0
22655,20.02,4,525.0,369.92,2.0,11.0,0
22656,17.55,5,425.0,176.55,0.0,14.0,0
22657,17.06,5,420.0,40.86,2.0,16.0,0
22658,25.47,5,6150.0,115.37,5.0,18.0,0
22659,11.51,3,1350.0,81.51,0.0,1.0,1
22660,69.21,1,5650.0,319.11,3.0,10.0,1
22661,23.78,4,1450.0,153.58,1.0,14.0,0
22662,13.64,3,9850.0,301.28,0.0,1.0,1
22663,13.64,3,7650.0,301.28,0.0,1.0,1
22664,15.43,5,98.0,155.42,1.0,15.0,0
22665,26.49,5,600.0,198.82,6.0,12.0,0
22667,18.17,5,2150.0,20.0,1.0,13.0,0
22668,18.17,5,2150.0,2.16,1.0,13.0,0
22674,16.54,5,600.0,206.53,0.0,16.0,0
22676,23.06,1,1450.0,91.96,1.0,14.0,0
22677,15.1,4,375.0,65.09,3.0,16.0,0
22678,18.42,4,300.0,128.74,1.0,6.0,1
22680,18.5,5,625.0,554.4,1.0,13.0,0
22681,15.37,5,475.0,104.37,0.0,8.0,1
22682,19.61,4,800.0,50.0,0.0,10.0,1
22683,19.61,4,800.0,29.61,0.0,10.0,1
22685,15.15,5,350.0,72.14,1.0,7.0,1
22686,21.1,4,1383.0,108.0,1.0,24.0,0
22687,22.06,1,200.0,68.05,4.0,18.0,0
22688,24.63,4,4300.0,354.53,15.0,15.0,0
22689,38.3,1,1300.0,145.2,0.0,46.0,0
22690,12.79,5,100.0,57.79,1.0,9.0,1
22691,10.96,4,100.0,30.95,1.0,13.0,0
22692,15.97,5,4100.0,225.87,0.0,1.0,1
22693,13.63,5,444.0,151.63,1.0,4.0,1
22694,36.11,1,3200.0,1816.11,3.0,24.0,0
22695,11.85,4,300.0,60.85,1.0,7.0,1
22696,18.0,3,1950.0,297.99,0.0,10.0,1
22697,11.19,4,422.0,350.19,2.0,3.0,1
22698,13.0,4,263.0,226.9,1.0,13.0,0
22699,19.22,5,1350.0,159.12,0.0,10.0,1
22700,18.57,5,275.0,116.47,1.0,6.0,1
22701,25.94,5,4117.0,153.84,0.0,10.0,1
22702,11.86,2,650.0,123.62,2.0,3.0,1
22704,7.39,4,160.0,0.28,4.0,9.0,1
22705,7.39,4,160.0,22.1,4.0,9.0,1
22706,17.65,4,1600.0,147.64,0.0,7.0,1
22707,12.15,5,704.0,112.14,2.0,5.0,1
22708,24.82,4,3500.0,123.82,2.0,9.0,1
22709,18.44,3,250.0,67.44,1.0,12.0,0
22710,13.07,4,650.0,103.06,1.0,7.0,1
22711,13.37,5,1550.0,63.27,3.0,9.0,1
22713,24.09,5,5800.0,489.09,4.0,19.0,0
22714,15.38,4,650.0,104.38,1.0,11.0,0
22716,15.56,4,1000.0,61.46,2.0,15.0,0
22717,14.1,5,200.0,46.0,2.0,9.0,1
22718,7.39,5,175.0,37.37,3.0,6.0,1
22719,13.27,5,444.0,131.27,4.0,11.0,0
22720,12.11,5,1500.0,142.1,2.0,5.0,1
22721,38.99,1,250.0,54.99,2.0,9.0,1
22722,12.43,4,7050.0,62.33,6.0,8.0,1
22723,18.23,1,415.0,74.46,0.0,13.0,0
22725,11.9,3,1200.0,111.89,2.0,3.0,1
22726,18.23,2,150.0,40.13,1.0,24.0,0
22727,15.1,1,150.0,39.6,9.0,37.0,0
22728,15.23,4,175.0,28.13,0.0,15.0,0
22729,18.27,4,1600.0,118.17,12.0,25.0,0
22730,10.22,4,292.0,300.12,1.0,6.0,1
22731,16.51,2,500.0,566.41,14.0,19.0,0
22732,17.78,5,200.0,31.77,1.0,22.0,0
22733,8.72,5,1000.0,48.72,1.0,4.0,1
22734,22.06,5,525.0,48.92,1.0,8.0,1
22735,24.35,5,150.0,62.34,2.0,21.0,0
22736,17.6,5,900.0,121.2,1.0,11.0,0
22738,17.67,1,1500.0,133.34,3.0,19.0,0
22739,17.67,1,1750.0,133.34,3.0,19.0,0
22740,37.08,4,7000.0,166.98,1.0,16.0,0
22741,14.79,5,300.0,163.79,0.0,15.0,0
22742,18.16,5,900.0,148.06,0.0,7.0,1
22745,16.95,4,675.0,116.94,1.0,8.0,1
22746,14.52,4,300.0,64.51,0.0,23.0,0
22747,9.51,5,700.0,109.49,1.0,6.0,1
22748,7.44,5,150.0,32.43,0.0,3.0,1
22749,9.28,5,2804.0,308.28,3.0,4.0,1
22750,14.78,5,560.0,134.48,3.0,17.0,0
22752,45.45,1,18500.0,180.45,16.0,27.0,0
22753,11.85,5,200.0,113.5,4.0,11.0,0
22755,15.23,5,150.0,45.22,3.0,10.0,1
22756,7.87,5,150.0,35.77,0.0,3.0,1
22757,16.46,4,2550.0,135.21,2.0,9.0,1
22758,12.64,4,584.0,175.64,3.0,7.0,1
22759,15.56,4,700.0,120.93,3.0,14.0,0
22762,21.68,5,2438.0,191.58,2.0,6.0,1
22763,9.27,5,675.0,28.74,1.0,3.0,1
22764,30.56,5,9800.0,249.56,1.0,7.0,1
22765,22.96,5,350.0,201.96,14.0,18.0,0
22766,34.93,5,16100.0,143.83,0.0,10.0,1
22767,34.48,5,350.0,89.47,3.0,13.0,0
22768,16.31,4,1350.0,188.62,4.0,8.0,1
22770,19.6,4,350.0,138.29,2.0,13.0,0
22771,0.1,4,550.0,138.29,2.0,13.0,0
22773,13.11,5,1836.0,93.01,0.0,1.0,1
22774,9.73,5,500.0,229.63,0.0,1.0,1
22775,7.78,4,200.0,27.68,7.0,10.0,1
22776,13.5,4,459.0,133.4,2.0,10.0,1
22777,15.27,3,1400.0,152.03,0.0,4.0,1
22778,26.25,5,5950.0,116.24,2.0,13.0,0
22779,16.05,1,178.0,31.8,2.0,15.0,0
22780,13.76,5,450.0,53.66,1.0,5.0,1
22781,19.76,4,5350.0,119.73,7.0,19.0,0
22782,23.76,5,375.0,863.75,2.0,14.0,0
22783,17.87,5,200.0,221.87,1.0,12.0,0
22784,0.0,5,584.0,110.0,3.0,9.0,1
22785,20.13,5,368.0,310.03,0.0,4.0,1
22786,13.43,5,1650.0,63.33,5.0,7.0,1
22787,15.42,5,200.0,50.0,0.0,7.0,1
22788,15.42,5,200.0,10.42,0.0,7.0,1
22789,17.6,5,1800.0,67.5,4.0,20.0,0
22790,0.0,5,342.0,199.0,2.0,10.0,1
22791,7.39,4,50.0,32.38,1.0,3.0,1
22792,19.38,1,800.0,78.38,2.0,36.0,0
22793,15.35,5,600.0,82.63,6.0,20.0,0
22794,15.35,5,600.0,17.71,6.0,20.0,0
22795,15.82,5,450.0,70.72,0.0,5.0,1
22796,13.62,5,500.0,182.62,1.0,10.0,1
22797,25.0,5,225.0,87.9,6.0,20.0,0
22798,25.0,5,275.0,87.9,6.0,20.0,0
22800,23.35,1,10000.0,205.88,19.0,28.0,0
22802,22.06,4,550.0,46.96,3.0,20.0,0
22803,17.51,5,1500.0,127.41,0.0,6.0,1
22804,12.7,3,700.0,51.59,1.0,9.0,1
22805,12.7,3,700.0,13.03,1.0,9.0,1
22806,18.12,1,2600.0,143.02,2.0,21.0,0
22807,17.01,5,950.0,195.0,2.0,9.0,1
22809,20.29,5,1800.0,100.19,1.0,8.0,1
22810,12.05,4,150.0,90.85,3.0,4.0,1
22811,17.65,1,1100.0,75.25,3.0,55.0,0
22812,13.58,5,450.0,93.48,0.0,3.0,1
22813,18.07,5,1550.0,57.07,2.0,8.0,1
22814,7.95,3,100.0,106.85,1.0,14.0,0
22815,15.1,5,375.0,65.09,1.0,9.0,1
22816,21.56,1,200.0,391.55,3.0,24.0,0
22817,126.44,5,7750.0,975.44,4.0,12.0,0
22818,14.41,5,1300.0,212.41,2.0,8.0,1
22819,12.48,5,150.0,57.38,2.0,5.0,1
22820,35.02,4,12250.0,285.02,2.0,5.0,1
22821,9.44,5,250.0,71.81,11.0,13.0,0
22822,15.23,3,200.0,43.22,3.0,13.0,0
22824,28.83,5,8150.0,323.83,2.0,8.0,1
22825,17.93,1,1938.0,57.83,6.0,36.0,0
22827,18.36,5,2350.0,130.35,5.0,12.0,0
22829,16.22,5,710.0,556.22,4.0,12.0,0
22830,12.21,5,300.0,42.2,1.0,5.0,1
22831,47.9,1,4525.0,256.9,0.0,35.0,0
22832,12.44,4,200.0,80.44,2.0,2.0,1
22833,12.44,4,200.0,29.72,2.0,2.0,1
22834,2.74,4,250.0,80.44,2.0,2.0,1
22835,2.74,4,250.0,29.72,2.0,2.0,1
22836,15.48,4,450.0,119.48,4.0,10.0,1
22837,35.55,5,400.0,285.45,0.0,22.0,0
22838,16.32,2,650.0,153.96,4.0,11.0,0
22841,19.98,5,235.0,319.88,0.0,9.0,1
22842,31.86,5,2750.0,190.86,6.0,18.0,0
22844,19.8,5,1600.0,99.3,5.0,19.0,0
22845,16.98,5,600.0,316.97,0.0,14.0,0
22847,39.41,1,9000.0,263.31,2.0,17.0,0
